id,fusion_mode,available_pillars,missing_pillars,raw_weights,effective_weights,pillar_scores,weighted_contributions,reconstructed_h_score,stored_h_score,absolute_error
mat_0570,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9978, ""cg"": null, ""cf"": null}","{""p1"": 0.9978, ""p2"": 0.0, ""p3"": 0.0}",0.9978,0.9978,0.0000000000e+00
mat_0571,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.05, ""cg"": null, ""cf"": null}","{""p1"": 0.05, ""p2"": 0.0, ""p3"": 0.0}",0.05,0.05,0.0000000000e+00
mat_0572,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9968, ""cg"": null, ""cf"": null}","{""p1"": 0.9968, ""p2"": 0.0, ""p3"": 0.0}",0.9968,0.9968,0.0000000000e+00
mat_0573,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1, ""cg"": null, ""cf"": null}","{""p1"": 0.1, ""p2"": 0.0, ""p3"": 0.0}",0.1,0.1,0.0000000000e+00
mat_0574,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9978, ""cg"": null, ""cf"": null}","{""p1"": 0.9978, ""p2"": 0.0, ""p3"": 0.0}",0.9978,0.9978,0.0000000000e+00
mat_0575,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.05, ""cg"": null, ""cf"": null}","{""p1"": 0.05, ""p2"": 0.0, ""p3"": 0.0}",0.05,0.05,0.0000000000e+00
mat_0576,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9968, ""cg"": null, ""cf"": null}","{""p1"": 0.9968, ""p2"": 0.0, ""p3"": 0.0}",0.9968,0.9968,0.0000000000e+00
mat_0577,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1, ""cg"": null, ""cf"": null}","{""p1"": 0.1, ""p2"": 0.0, ""p3"": 0.0}",0.1,0.1,0.0000000000e+00
mat_0578,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9978, ""cg"": null, ""cf"": null}","{""p1"": 0.9978, ""p2"": 0.0, ""p3"": 0.0}",0.9978,0.9978,0.0000000000e+00
mat_0579,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.05, ""cg"": null, ""cf"": null}","{""p1"": 0.05, ""p2"": 0.0, ""p3"": 0.0}",0.05,0.05,0.0000000000e+00
mat_0580,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9968, ""cg"": null, ""cf"": null}","{""p1"": 0.9968, ""p2"": 0.0, ""p3"": 0.0}",0.9968,0.9968,0.0000000000e+00
mat_0581,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1, ""cg"": null, ""cf"": null}","{""p1"": 0.1, ""p2"": 0.0, ""p3"": 0.0}",0.1,0.1,0.0000000000e+00
mat_0582,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9978, ""cg"": null, ""cf"": null}","{""p1"": 0.9978, ""p2"": 0.0, ""p3"": 0.0}",0.9978,0.9978,0.0000000000e+00
mat_0583,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.05, ""cg"": null, ""cf"": null}","{""p1"": 0.05, ""p2"": 0.0, ""p3"": 0.0}",0.05,0.05,0.0000000000e+00
mat_0584,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9968, ""cg"": null, ""cf"": null}","{""p1"": 0.9968, ""p2"": 0.0, ""p3"": 0.0}",0.9968,0.9968,0.0000000000e+00
mat_0585,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1, ""cg"": null, ""cf"": null}","{""p1"": 0.1, ""p2"": 0.0, ""p3"": 0.0}",0.1,0.1,0.0000000000e+00
mat_0586,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9978, ""cg"": null, ""cf"": null}","{""p1"": 0.9978, ""p2"": 0.0, ""p3"": 0.0}",0.9978,0.9978,0.0000000000e+00
mat_0587,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.05, ""cg"": null, ""cf"": null}","{""p1"": 0.05, ""p2"": 0.0, ""p3"": 0.0}",0.05,0.05,0.0000000000e+00
mat_0588,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9968, ""cg"": null, ""cf"": null}","{""p1"": 0.9968, ""p2"": 0.0, ""p3"": 0.0}",0.9968,0.9968,0.0000000000e+00
mat_0589,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1, ""cg"": null, ""cf"": null}","{""p1"": 0.1, ""p2"": 0.0, ""p3"": 0.0}",0.1,0.1,0.0000000000e+00
mat_0590,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9978, ""cg"": null, ""cf"": null}","{""p1"": 0.9978, ""p2"": 0.0, ""p3"": 0.0}",0.9978,0.9978,0.0000000000e+00
mat_0591,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.05, ""cg"": null, ""cf"": null}","{""p1"": 0.05, ""p2"": 0.0, ""p3"": 0.0}",0.05,0.05,0.0000000000e+00
mat_0592,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9968, ""cg"": null, ""cf"": null}","{""p1"": 0.9968, ""p2"": 0.0, ""p3"": 0.0}",0.9968,0.9968,0.0000000000e+00
mat_0593,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1, ""cg"": null, ""cf"": null}","{""p1"": 0.1, ""p2"": 0.0, ""p3"": 0.0}",0.1,0.1,0.0000000000e+00
mat_0594,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9978, ""cg"": null, ""cf"": null}","{""p1"": 0.9978, ""p2"": 0.0, ""p3"": 0.0}",0.9978,0.9978,0.0000000000e+00
mat_0595,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.05, ""cg"": null, ""cf"": null}","{""p1"": 0.05, ""p2"": 0.0, ""p3"": 0.0}",0.05,0.05,0.0000000000e+00
mat_0596,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9968, ""cg"": null, ""cf"": null}","{""p1"": 0.9968, ""p2"": 0.0, ""p3"": 0.0}",0.9968,0.9968,0.0000000000e+00
mat_0597,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1, ""cg"": null, ""cf"": null}","{""p1"": 0.1, ""p2"": 0.0, ""p3"": 0.0}",0.1,0.1,0.0000000000e+00
mat_0598,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9978, ""cg"": null, ""cf"": null}","{""p1"": 0.9978, ""p2"": 0.0, ""p3"": 0.0}",0.9978,0.9978,0.0000000000e+00
mat_0599,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.05, ""cg"": null, ""cf"": null}","{""p1"": 0.05, ""p2"": 0.0, ""p3"": 0.0}",0.05,0.05,0.0000000000e+00
mat_0600,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9968, ""cg"": null, ""cf"": null}","{""p1"": 0.9968, ""p2"": 0.0, ""p3"": 0.0}",0.9968,0.9968,0.0000000000e+00
geo_0601,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0359, ""cg"": null, ""cf"": null}","{""p1"": 0.0359, ""p2"": 0.0, ""p3"": 0.0}",0.0359,0.0359,0.0000000000e+00
geo_0602,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9993, ""cg"": null, ""cf"": null}","{""p1"": 0.9993, ""p2"": 0.0, ""p3"": 0.0}",0.9993,0.9993,0.0000000000e+00
geo_0603,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0196, ""cg"": null, ""cf"": null}","{""p1"": 0.0196, ""p2"": 0.0, ""p3"": 0.0}",0.0196,0.0196,0.0000000000e+00
geo_0604,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9996, ""cg"": null, ""cf"": null}","{""p1"": 0.9996, ""p2"": 0.0, ""p3"": 0.0}",0.9996,0.9996,0.0000000000e+00
geo_0605,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0359, ""cg"": null, ""cf"": null}","{""p1"": 0.0359, ""p2"": 0.0, ""p3"": 0.0}",0.0359,0.0359,0.0000000000e+00
geo_0606,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9993, ""cg"": null, ""cf"": null}","{""p1"": 0.9993, ""p2"": 0.0, ""p3"": 0.0}",0.9993,0.9993,0.0000000000e+00
geo_0607,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0196, ""cg"": null, ""cf"": null}","{""p1"": 0.0196, ""p2"": 0.0, ""p3"": 0.0}",0.0196,0.0196,0.0000000000e+00
geo_0608,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9996, ""cg"": null, ""cf"": null}","{""p1"": 0.9996, ""p2"": 0.0, ""p3"": 0.0}",0.9996,0.9996,0.0000000000e+00
geo_0609,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0359, ""cg"": null, ""cf"": null}","{""p1"": 0.0359, ""p2"": 0.0, ""p3"": 0.0}",0.0359,0.0359,0.0000000000e+00
geo_0610,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9993, ""cg"": null, ""cf"": null}","{""p1"": 0.9993, ""p2"": 0.0, ""p3"": 0.0}",0.9993,0.9993,0.0000000000e+00
geo_0611,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0196, ""cg"": null, ""cf"": null}","{""p1"": 0.0196, ""p2"": 0.0, ""p3"": 0.0}",0.0196,0.0196,0.0000000000e+00
geo_0612,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9996, ""cg"": null, ""cf"": null}","{""p1"": 0.9996, ""p2"": 0.0, ""p3"": 0.0}",0.9996,0.9996,0.0000000000e+00
geo_0613,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0359, ""cg"": null, ""cf"": null}","{""p1"": 0.0359, ""p2"": 0.0, ""p3"": 0.0}",0.0359,0.0359,0.0000000000e+00
geo_0614,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9993, ""cg"": null, ""cf"": null}","{""p1"": 0.9993, ""p2"": 0.0, ""p3"": 0.0}",0.9993,0.9993,0.0000000000e+00
geo_0615,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0196, ""cg"": null, ""cf"": null}","{""p1"": 0.0196, ""p2"": 0.0, ""p3"": 0.0}",0.0196,0.0196,0.0000000000e+00
geo_0616,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9996, ""cg"": null, ""cf"": null}","{""p1"": 0.9996, ""p2"": 0.0, ""p3"": 0.0}",0.9996,0.9996,0.0000000000e+00
geo_0617,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0359, ""cg"": null, ""cf"": null}","{""p1"": 0.0359, ""p2"": 0.0, ""p3"": 0.0}",0.0359,0.0359,0.0000000000e+00
geo_0618,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9993, ""cg"": null, ""cf"": null}","{""p1"": 0.9993, ""p2"": 0.0, ""p3"": 0.0}",0.9993,0.9993,0.0000000000e+00
geo_0619,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0196, ""cg"": null, ""cf"": null}","{""p1"": 0.0196, ""p2"": 0.0, ""p3"": 0.0}",0.0196,0.0196,0.0000000000e+00
geo_0620,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9996, ""cg"": null, ""cf"": null}","{""p1"": 0.9996, ""p2"": 0.0, ""p3"": 0.0}",0.9996,0.9996,0.0000000000e+00
geo_0621,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0359, ""cg"": null, ""cf"": null}","{""p1"": 0.0359, ""p2"": 0.0, ""p3"": 0.0}",0.0359,0.0359,0.0000000000e+00
geo_0622,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9993, ""cg"": null, ""cf"": null}","{""p1"": 0.9993, ""p2"": 0.0, ""p3"": 0.0}",0.9993,0.9993,0.0000000000e+00
geo_0623,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0196, ""cg"": null, ""cf"": null}","{""p1"": 0.0196, ""p2"": 0.0, ""p3"": 0.0}",0.0196,0.0196,0.0000000000e+00
geo_0624,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9996, ""cg"": null, ""cf"": null}","{""p1"": 0.9996, ""p2"": 0.0, ""p3"": 0.0}",0.9996,0.9996,0.0000000000e+00
geo_0625,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0359, ""cg"": null, ""cf"": null}","{""p1"": 0.0359, ""p2"": 0.0, ""p3"": 0.0}",0.0359,0.0359,0.0000000000e+00
geo_0626,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9993, ""cg"": null, ""cf"": null}","{""p1"": 0.9993, ""p2"": 0.0, ""p3"": 0.0}",0.9993,0.9993,0.0000000000e+00
geo_0627,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0196, ""cg"": null, ""cf"": null}","{""p1"": 0.0196, ""p2"": 0.0, ""p3"": 0.0}",0.0196,0.0196,0.0000000000e+00
geo_0628,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9996, ""cg"": null, ""cf"": null}","{""p1"": 0.9996, ""p2"": 0.0, ""p3"": 0.0}",0.9996,0.9996,0.0000000000e+00
geo_0629,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0359, ""cg"": null, ""cf"": null}","{""p1"": 0.0359, ""p2"": 0.0, ""p3"": 0.0}",0.0359,0.0359,0.0000000000e+00
geo_0630,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9993, ""cg"": null, ""cf"": null}","{""p1"": 0.9993, ""p2"": 0.0, ""p3"": 0.0}",0.9993,0.9993,0.0000000000e+00
geo_0631,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0196, ""cg"": null, ""cf"": null}","{""p1"": 0.0196, ""p2"": 0.0, ""p3"": 0.0}",0.0196,0.0196,0.0000000000e+00
geo_0632,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9996, ""cg"": null, ""cf"": null}","{""p1"": 0.9996, ""p2"": 0.0, ""p3"": 0.0}",0.9996,0.9996,0.0000000000e+00
geo_0633,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0359, ""cg"": null, ""cf"": null}","{""p1"": 0.0359, ""p2"": 0.0, ""p3"": 0.0}",0.0359,0.0359,0.0000000000e+00
geo_0634,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9993, ""cg"": null, ""cf"": null}","{""p1"": 0.9993, ""p2"": 0.0, ""p3"": 0.0}",0.9993,0.9993,0.0000000000e+00
geo_0635,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0196, ""cg"": null, ""cf"": null}","{""p1"": 0.0196, ""p2"": 0.0, ""p3"": 0.0}",0.0196,0.0196,0.0000000000e+00
geo_0636,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9996, ""cg"": null, ""cf"": null}","{""p1"": 0.9996, ""p2"": 0.0, ""p3"": 0.0}",0.9996,0.9996,0.0000000000e+00
geo_0637,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0359, ""cg"": null, ""cf"": null}","{""p1"": 0.0359, ""p2"": 0.0, ""p3"": 0.0}",0.0359,0.0359,0.0000000000e+00
geo_0638,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9993, ""cg"": null, ""cf"": null}","{""p1"": 0.9993, ""p2"": 0.0, ""p3"": 0.0}",0.9993,0.9993,0.0000000000e+00
geo_0639,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0196, ""cg"": null, ""cf"": null}","{""p1"": 0.0196, ""p2"": 0.0, ""p3"": 0.0}",0.0196,0.0196,0.0000000000e+00
geo_0640,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9996, ""cg"": null, ""cf"": null}","{""p1"": 0.9996, ""p2"": 0.0, ""p3"": 0.0}",0.9996,0.9996,0.0000000000e+00
geo_0641,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0359, ""cg"": null, ""cf"": null}","{""p1"": 0.0359, ""p2"": 0.0, ""p3"": 0.0}",0.0359,0.0359,0.0000000000e+00
geo_0642,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9993, ""cg"": null, ""cf"": null}","{""p1"": 0.9993, ""p2"": 0.0, ""p3"": 0.0}",0.9993,0.9993,0.0000000000e+00
geo_0643,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0196, ""cg"": null, ""cf"": null}","{""p1"": 0.0196, ""p2"": 0.0, ""p3"": 0.0}",0.0196,0.0196,0.0000000000e+00
